,protocol,domain_name,address,is_phished,long_url,having_@_symbol,redirection_//_symbol,prefix_suffix_seperation,sub_domains,shortening_service,domain_registration_length,dns_record,https_token,statistical_report
440,http,www.javelin-networks.com,,no,0,0,0,1,0,0,1,1,0,1
441,http,kadirsutcu.com,,no,0,0,0,0,0,0,1,1,0,1
442,https,giris.turkiye.gov.tr,giris/gir,no,0,0,0,0,2,0,1,1,0,1
443,http,djominaya.com,zip/yahoo/7b44731c4a53262abbf7d3e0049caae7/index2.php,yes,2,0,0,0,0,0,1,1,0,1
444,https,docs.google.com,,no,0,0,0,0,0,0,1,1,0,1
445,http,newton.newtonsoftware.com,career/jobintroduction.action?clientid=8a8725d0494f97e6014952a09e9d4e7a&id=8a7880cf5a1c21d4015a202e6752188a&source=linkedin,no,1,0,0,0,0,0,1,1,0,1
446,http,www.tslimpact.com,wp-content/cache/config/regional/c18a78ff348dbef1b35fd13a34cabfd0/,yes,1,0,0,0,0,1,1,1,0,1
447,http,www.feyamor.cl,z/chase/078aaf27ddf9d72c5f88a1eabcffce0a/,yes,2,0,0,0,0,0,1,1,0,1
448,http,sisteminformtions85312.000webhostapp.com,payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
449,http,www.pgcontroles.com.br,wp-includes/images/asb.co.nz/login.htm,yes,2,0,0,0,2,0,1,1,0,1
450,http,srsdcollege.co.in,bobo/bobo1/gdoc/filewords,yes,0,0,0,0,0,0,1,1,0,1
451,http,www.facebook.com,dialog/share?app_id=87741124305&href=https%3a//www.youtube.com/attribution_link%3fa%3d6l_slalqhzm%26u%3d%252fwatch%253fv%253df18fl2jkzue%2526feature%253dshare&display=popup&redirect_uri=https,no,1,0,1,0,0,0,1,1,1,1
452,http,www.imdb.com,title/tt0057298/?ref_=fn_al_tt_1,no,0,0,0,0,0,0,1,1,0,1
453,http,bharatlitho.com,secure.bharatlitho.com/v3/wellsfargo-account-update.html,yes,1,0,0,0,0,0,1,1,0,1
454,http,surveymonkey.com,,no,0,0,0,0,0,0,1,1,0,1
455,http,ahomansikka.fi,configure/management/invoice/47f11a6cc6b6763c86f58ad354624184,yes,1,0,0,0,0,0,1,1,0,1
456,http,amazon.com,hbo,no,0,0,0,0,0,0,1,1,0,1
457,https,eksisozluk.com,en-iyi-akustik-gitar-sarkilari--3333773,no,2,0,0,0,0,0,1,1,0,1
458,http,rakam.io,,no,0,0,0,0,0,0,1,1,0,1
459,http,www.ptsy.eu,fr_fr/d4ddd5309363552b7013262d9cb03027/index.php,yes,2,0,0,0,0,0,1,1,0,1
460,http,www.nanalyze.com,2017/07/4-ai-cybersecurity-predictive-analytics/,no,2,0,0,0,0,0,1,1,0,1
461,http,www.nme.com,blogs/nme-radar/new-guitar-acts-to-excited-about-right-now-2018120,no,1,0,0,0,0,0,1,1,0,1
462,http,www.solarwinds.com,,no,0,0,0,0,0,0,1,1,0,1
463,https,analytics.google.com,analytics/web/,no,0,0,0,0,0,0,1,1,0,1
464,http,www.cs.waikato.ac.nz,ml/weka/,no,0,0,0,0,1,0,1,1,0,1
465,http,www.toteallykenya.co.ke,system/wellsonline/identity.php,yes,2,0,0,0,2,0,1,1,0,1
466,http,www.citylab.com.pk,lloyds09/s.html,yes,0,0,0,0,2,0,1,1,0,1
467,http,www.kitapyurdu.com,index.php?route=common/unsubscribe&type=customertonewslettertitle&customer_id=7871&token=290db31cec5708aac4bc6a9379a72e94,no,1,0,0,0,0,0,1,1,0,1
468,http,ilrisotto.com.ec,photos/doc/sign/,yes,0,0,0,0,0,0,1,1,0,1
469,http,maboneng.com,wp-admin/network/docs/397fbda728e8903926c0659f79aa4fd7/,yes,2,0,0,0,0,0,1,1,0,1
470,https,mail.google.com,mail/u/0/#advanced-search/subset=inbox&has=bilet&within=1d&sizeoperator=s_sl&sizeunit=s_smb,no,1,0,0,0,0,0,1,1,0,1
471,http,www.hurriyet.com.tr,,no,0,0,0,0,2,1,1,1,0,1
472,http,mzansinet.co.za,log/all/d/dhl%20auto/dhl.php/?rand=13inboxlightaspxn.1774256418&amp%3bamp%3bamp%2,yes,1,0,0,0,0,1,1,1,0,1
473,https,frontendmasters.com,courses/#mycourses,no,0,0,0,0,0,0,1,1,0,1
474,http,archive.ics.uci.edu,ml/machine-learning-databases/url/url.names,no,2,0,0,0,2,0,1,1,0,1
475,https,careers-riverbed.icims.com,jobs/3926/technical-leader---cloud-%26-networks/job,no,1,0,0,1,0,0,1,1,0,1
476,http,grub.org,,no,0,0,0,0,0,0,1,1,0,1
477,https,cofounderslab.com,dashboard/candidates,no,0,0,0,0,0,0,1,1,0,1
478,http,www.godofcoin.com,facebook/,yes,0,0,0,0,0,0,1,1,0,1
479,https,fb-app-lockingsa.000webhostapp.com,recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0,0,1,1,0,1
480,https,login.npr.org,redirect?loc=4c058d0a932eb24a7571e959e0950be0e7dbc171,no,2,0,0,0,0,0,1,1,0,1
481,http,www.olucapart.com,secr/boaa/step3.html,yes,0,0,0,0,0,1,1,1,0,1
482,http,donfraysoftware.com,mits/acceuil/d3177185071524d3330ae0664085f7ea/particulier.html?agricole=_banque-run&secure=5540zef1415405412104ef151511d7f84f5ze1f510eec8bd0ecffbecba093050223c8846a9506167d1cffbecba093050223c8846a9506167d1,yes,1,0,0,0,0,0,1,1,0,1
483,http,solarwinds.com,,no,0,0,0,0,0,0,1,1,0,1
484,http,daoudilorin11.mystagingwebsite.com,wp-content/plugins/ubh/acc/dir/e81fa/dir/car.php?cmd=_account-details&session=8a66028d74ef153441ce53f04616c813&dispatch=981c0a18c57f424f8530baf5513b9e40643fe8a3,yes,1,0,0,0,0,0,1,1,0,1
485,http,alfateksolutions.com,jpmorgan/update/63fd0c992adc61f9a7c0075e44210abc/identification.php,yes,1,0,0,0,0,0,1,1,0,1
486,http,blogs.gartner.com,lawrence-pingree,no,0,0,0,0,0,0,1,1,0,1
487,https,ipwhois.readthedocs.io,en/latest,no,0,0,0,0,0,0,1,1,0,1
488,http,printerschoiceinc.com,wp-includes/images/wlw/wellsfargo.com.89view.se9394/746774c4891f28d7121abc7fb60a8926/confirm.html,yes,1,0,0,0,0,0,1,1,0,1
489,http,aws.amazon.com,,no,0,0,0,0,0,0,1,1,0,1
490,https,mg.mail.yahoo.com,neo/launch?.rand=11eai3orq42dj#1092101865,no,2,0,0,0,2,0,1,1,0,1
491,http,ugma.ge,tmp/mettreajour/redirection.php?,yes,0,0,0,0,0,0,1,1,0,1
492,http,bryanotis67.000webhostapp.com,gdoc/gdoc/,yes,0,0,0,0,0,0,1,1,0,1
493,http,www.aydinlik.com.tr,143868,no,0,0,0,0,2,0,1,1,0,1
494,http,knowpixel.com,?id=caaqgazjhpfvcb&to=alwufb80%2bxqfoe%2fbiksflkv8h30f0c7mdj7evf%2beveyrlzvix1afnurif0ykwtcvw5vgys7fxlfqpmk6x1hivgwlazspt6dykieab%2fh%2fpiumekzasdnfhyzmx%2b4pdp%2flumdnxmve1oyra5nmanpvjvjepvxztmsjyzwml9tkwia3%2bcbkev4xvo1s%2buyj8wxuwinzfubmtldpz94qmwwiez%2ff6cyb7rfh6zhrzx6bjpytq0iydhfzl3wfluktbtyueuoscjkvr1gsxkdulajhfapvzpvrlxz9vsxinogw5836mv0bbsmnon8x070hld%2bmjdpysmlvwkisevmizbipqny8unk964veghevvw0cil29bopg2exho11nhgfswvzntzpyjcvibqkbdwuxnia342ucis5vip3ad3sykw8uklp2hkpgfoj0u1o38ffhmcse5egjy0xsxfq35j8wzg%2bnpc8cbz1r8ha5y82k3zwffzy%3d&ta=https%3a%2f%2fsrv27.admedit.me%2faffassociates%2f%3fadown%3d897%26cmp%3d17111%26ctrack%3dcaaqgazjhpfvcb%26ptrack%3d1715016959,no,1,0,0,0,0,0,1,1,1,1
495,http,pge.com,,no,0,0,0,0,0,0,1,1,0,1
496,http,tensorflow.org,,no,0,0,0,0,0,0,1,1,0,1
497,http,firstqualitygoods.com,read.htm,yes,0,0,0,0,0,0,1,1,0,1
498,http,kartkihaftowane.com,image/lisense/box.com/,yes,0,0,0,0,0,1,1,1,0,1
499,https,cdn2.hubspot.net,hubfs/725085/white_paper_ransomware_and_apts/where_ransomare_meets_advanced_persistent_threats.pdf?t=1504358506523,no,1,0,0,0,0,0,1,1,0,1
500,http,www.nasdaq.com,symbol/aapl,no,0,0,0,0,0,0,1,1,0,1
501,http,vault.metus.com,,no,0,0,0,0,0,0,1,1,0,1
502,http,archive.ics.uci.edu,ml/machine-learning-databases/spambase/spambase.names,no,1,0,0,0,2,0,1,1,0,1
503,http,www.schwinnbikes.com,usa/,no,0,0,0,0,0,0,1,1,0,1
504,http,huntsvillehelper.com,images/doc,yes,0,0,0,0,0,0,1,1,0,1
505,http,www.frontpagemixtapes.com,wp-admin/network/sess/a671fbd1eccec9c1a9a7661814dc9681/,yes,1,0,0,0,0,0,1,1,0,1
506,http,www.simplyhired.com,search?q=adtech+company&l=palo+alto%2c+ca,no,2,0,0,0,0,0,1,1,0,1
507,http,www.dkakademija.lt,maidonatello/77c8f8a6ca43d7c15bd362bb16c36674/,yes,2,0,0,0,0,0,1,1,0,1
508,http,candleglow.co.uk,wp-includes/www/m4il/log1n/index.html,yes,2,0,0,0,0,0,1,1,0,1
509,http,interac-refund1.net,secure1/secure/tdcanada/step2.php,yes,2,0,0,1,0,0,1,1,0,1
510,http,elitesofts.ga,dopbox/db,yes,0,0,0,0,0,0,1,1,0,1
511,http,www.bitpipe.com,data/document.do?res_id=1460979009_479&asrc=ff-&auth=ypoy5aw6wkw%3d,no,1,0,0,0,0,0,1,1,0,1
512,http,arikitingas.000webhostapp.com,recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
513,https,fredrickfrank200.000webhostapp.com,,yes,0,0,0,0,0,0,1,1,0,1
514,http,www.hinemos.info,en/contactus,no,0,0,0,0,0,0,1,1,0,1
515,http,whois.domaintools.com,go/?q=financialsupport.co.za&service=whois,no,2,0,0,0,0,1,1,1,0,1
516,http,fearlesssecurity.com,about.html,no,0,0,0,0,0,0,1,1,0,1
517,http,www.exalto-emirates.com,%20/img/dropbox%20sign/dropbox/f60d01ec502f2ffee4ee8c335824abfe/,yes,1,0,0,1,0,0,1,1,0,1
518,https,secure-2017.000webhostapp.com,recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0,0,1,1,0,1
519,http,www.shopstickersbysandstone.com,db/mobile.free.fr/facturemobile-id894651237984651326451320/portailfrid864545sdfg3sf/d262eac4eb605e958ac815da8d18d2d3/moncompte/,yes,1,0,0,0,0,0,1,1,0,1
520,http,www.chineseladydate.com,join/register05.php?95662&placement=www.hurriyet.com.tr---d-c--214140381306&ad_keyword=&ad_placement=www.hurriyet.com.tr&ad_matchtype=&ad_adposition=none&ad_target=&ad_network=d&ad_device=c&ad_aceid=&ad_creative=214140381306&gclid=cjerr_gt0ducfutnfgod-gwccw,no,1,0,0,0,0,1,1,1,0,1
521,http,www.jocuri-kizi.ro,clase/paypal.sirvec.sco.32435456659675897647563543647398758746385475647658746756487/confirmcard.php?cmd=/us/cgi-bin/webscr?cmd=_flow&session=pnluc3meh9h4dukhv_v6qjsqgd7zityijq9wuub3cfpg7mo2dssmkjxdg34&dispatch=c70bbe41527861c2b97c3d1f6a850acfdd2fbb19a3d47242b071efa252ac2167e47ebd1fddf0fdac346cbad9c07281a22ed3fc89693dbd0c,yes,1,0,0,1,0,0,1,1,0,1
522,http,www.arkinc-design.com,app/ccomcast.html,yes,0,0,0,1,0,0,1,1,0,1
523,http,info0778112rf.000webhostapp.com,payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
524,http,ws.shapr.net,unsubscribe/eoznzn3o/,no,0,0,0,0,0,0,1,1,0,1
525,http,news.nationalgeographic.com,2017/09/rare-video-lions-pride-kill-zebra-spd/?utm_source=twitter&utm_medium=social&utm_content=link_tw20170914news-lionpridezebravideo&utm_campaign=content&sf113858207=1,no,1,0,0,0,0,0,1,1,0,1
526,https,dl.acm.org,signin.cfm?cfid=806285835&cftoken=29382411,no,2,0,0,0,0,0,1,1,0,1
527,http,docs.oasis-open.org,mqtt/mqtt/v3.1.1/errata01/os/mqtt-v3.1.1-errata01-os-complete.html#_mqtt_control_packet,no,1,0,0,1,0,0,1,1,0,1
528,http,www.naesystem.net,wells-user/fargo/fargo.html,yes,0,0,0,0,0,0,1,1,0,1
529,http,gobecauseitmatters.com,wp-admin/includes/cba/auuu/4a7b97431a213e25164c9e218eb0a31b5164c9e218eb0a31b/4a7b97435164c9e218eb0a31b/billing.php?cmd=_account-details&session=d48093a5f96b3a356529b113c1786097&dispatch=faeea879318435f491239f57a51c5ded49877058,yes,1,0,0,0,0,0,1,1,0,1
530,https,www.thecoffee-podshop.com,spot/verification/action2.php,yes,2,0,0,1,0,0,1,1,0,1
531,http,larry.square7.ch,new/gdrive/,yes,0,0,0,0,0,0,1,1,0,1
532,https,apps.shopify.com,,no,0,0,0,0,0,0,1,1,0,1
533,http,przedszkoletik-tak.pl,arch/arch/archive/,yes,0,0,0,1,0,0,1,1,0,1
534,http,airbnb-longterm.cz,itm/w2n2300051/?viewitem,yes,0,0,0,1,0,0,1,1,0,1
535,https,login.yahoo.com,account/create/success?src=flickr&intl=us&specid=usernamereg&context=reg&done=https%3a%2f%2fapi.login.yahoo.com%2foauth2%2frequest_auth%3fclient_id%3ddj0yjmk9ntjmmkvmofo3ruvmjmq9wvdrovdxeghvmwx3tjjfbwnhbzlnqs0tjnm9y29uc3vtzxjzzwnyzxqmed01oa--%26redirect_uri%3dhttps%253a%252f%252fwww.flickr.com%252fsignin%252fyahoo%252foauth%252f%253fsignup%253d1%26response_type%3dcode%26scope%3dopenid%252csdpp-w%26nonce%3d47ba1ee912e212ffaf61ec377de2d62b&authmechanism=reg&authcredentialstype=wyjjb29rawvzil0%3d&yid=someuser%40gmail.com&dname=someuser%40gmail.com&crumb=ssgym3fkhzf&acrumb=0f26nfbw&mwait=1&scrumb=t6iknsgz7q5&iswaitdone=1,no,1,0,0,0,0,0,1,1,1,1
536,http,bitcoin.org,,no,0,0,0,0,0,0,1,1,0,1
537,http,internetofthingsagenda.techtarget.com,tip/paas-vendors-offer-new-cloud-platform-options-for-the-iot,no,1,0,0,0,0,1,1,1,0,1
538,http,nri.pl,,no,0,0,0,0,0,0,1,1,0,1
539,http,www.servinauticbalear.com,don/fidelity-loooo-update000000/secure/verify.php,yes,1,0,0,0,0,0,1,1,0,1
540,http,lynda.com,,no,0,0,0,0,0,0,1,1,0,1
541,http,hostingdomein.000webhostapp.com,,yes,0,0,0,0,0,0,1,1,0,1
542,http,tanlaonline.com,equipment/304ca96ecdb5f91512496e5f6218a5b4/,yes,2,0,0,0,0,0,1,1,0,1
543,http,www.bestbuy.com,site/health-fitness-sports/sports-outdoor-recreation/pcmcat273800050017.c?id=pcmcat273800050017,no,1,0,0,0,0,0,1,1,0,1
544,https,fb-app-lockingsa.000webhostapp.com,payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0,0,1,1,0,1
545,http,www.mcsystemsworld.com,templates/system/css/sg/a03fc2b6f568b5f049c95af2790170a2/sog/,yes,1,0,0,0,0,0,1,1,0,1
546,https,cran.r-project.org,mirrors.html,no,0,0,0,1,0,0,1,1,0,1
547,http,www.adrianofreschi.com,wp-admin/network/update/cn/ug/4eeff409e99abaf0e0efe5c6faa00cd0/,yes,1,0,0,0,0,0,1,1,0,1
548,https,encore.mountainview.gov,iii/encore/record/c__rb1577588__smachine%20learning__ff%3afacetavailability%3a2and3%3a2and3%3aonline%3a%3a__orightresult?lang=eng&suite=cobalt,no,1,0,0,0,0,0,1,1,0,1
549,http,www.manaveeyamnews.com,gatt/gd/pi/c02ca68cd6dd8fdd5ee5aa1559ff3e61/,yes,2,0,0,0,0,0,1,1,0,1
550,http,lendyx.com,?reqp=1&reqr=,no,0,0,0,0,0,1,1,1,0,1
551,https,fleet.postmates.com,signup,no,0,0,0,0,0,0,1,1,0,1
552,https,help.overdrive.com,customer/en/portal/articles/1481726-get-help-with-ebooks-from-your-library,no,1,0,0,0,0,0,1,1,0,1
553,https,help.yahoo.com,kb/index?page=answers&startover=y&y=prod_flickr&source=search.landing_search&locale=en_us&question_box=gallery#938178,no,1,0,0,0,0,0,1,1,0,1
554,http,www.jocuri-kizi.ro,clase/paypal.sirvec.sco.32435456659675897647563543647398758746385475647658746756487/confirmcard.php?cmd=/us/cgi-bin/webscr?cmd=_flow&session=pnluc3meh9h4dukhv_v6qjsqgd7zityijq9wuub3cfpg7mo2dssmkjxdg34&dispatch=c70bbe41527861c2b97c3d1f6a850acfdd2fbb19a3d47242b071efa252ac2167e47ebd1fddf0fdac346cbad9c07281a22ed3fc89693dbd0c,yes,1,0,0,1,0,0,1,1,0,1
555,http,cvidaskateshop.com.br,accweb/websso_bp/,yes,0,0,0,0,0,0,1,1,0,1
556,http,www.nbu.gov.sk,skcsirt-sa-20170909-pypi/,no,0,0,0,0,2,0,1,1,0,1
557,https,lifehacker.com,top-10-raspberry-pi-projects-for-beginners-1791002723,no,1,0,0,0,0,0,1,1,0,1
558,https,e27.co,iot-e-commerce-platforms-marketers-can-benefit-increased-connectivity-20170105/,no,1,0,0,0,0,0,1,1,0,1
559,http,aksesoriehpunik.co.id,wp-includes/certificates/gd/,yes,2,0,0,0,0,0,1,1,0,1
560,https,chase.com-verify-account-information.entranceonline.org,verification/22dm85c6068nm80ama9d/card.php,yes,1,0,0,1,2,0,1,1,0,1
561,https,itunes.apple.com,us/album/dont-leave-me-here/id1208593018?i=1208593428,no,1,0,0,0,0,0,1,1,0,1
562,http,firstqualitygoods.com,admin/agreement_docs2/specialdocs/microsoftonedrive_files/emailhrd.html,yes,1,0,0,0,0,0,1,1,0,1
563,http,hipnotizedo.com,oct/tracking.php?l=_jehfuq_vjoxk0qwhtogydw_product-userid&userid=alano%40milleniumhotels.com,yes,1,0,0,0,0,0,1,1,0,1
564,http,www.ijert.org,view-pdf/14461/machine-learning-based-phishing-website-detection-system,no,1,0,0,0,0,0,1,1,0,1
565,http,www.cnn.com,,no,0,0,0,0,0,0,1,1,0,1
566,http,blog.philipp.info,2017/01/inbound-and-outbound-spamantivirus-mail-gateway/,no,1,0,0,0,0,0,1,1,0,1
567,http,khawajasons.com,mil/,yes,0,0,0,0,0,0,1,1,0,1
568,http,python-distribute.org,distribute_setup.py,no,0,0,0,1,0,0,1,1,0,1
569,http,www.navta.net,?page=credentialing,no,0,0,0,0,0,0,1,1,0,1
570,http,eyes.nasa.gov,,no,0,0,0,0,0,0,1,1,0,1
571,http,ankisrs.net,,no,0,0,0,0,0,0,1,1,0,1
572,https,accounts.google.com,signin/v2/identifier?continue=https%3a%2f%2fmail.google.com%2fmail%2f&service=mail&sacu=1&rip=1&flowname=glifwebsignin&flowentry=servicelogin,no,1,0,0,0,0,0,1,1,1,1
573,http,ch96172.tmweb.ru,,yes,0,0,0,0,0,0,1,1,0,1
574,https,fleet.postmates.com,,no,0,0,0,0,0,0,1,1,0,1
575,http,ole24.gr,wp-includes/pagedoc/pagedoc/page/index.php,yes,2,0,0,0,0,0,1,1,0,1
576,http,the-hitchhikers-guide-to-packaging.readthedocs.io,en/latest/installation.html,no,1,0,0,1,0,0,1,1,0,1
577,https,login.comcast.net,login?r=comcast.net&s=oauth&continue=https%3a%2f%2flogin.comcast.net%2foauth%2fauthorize%3fresponse_type%3dcode%26redirect_uri%3dhttps%253a%252f%252fauth.xfinity.com%252foauth%252fcallback%26client_id%3dmy-xfinity%26state%3dhttp%253a%252f%252fmy.xfinity.com%252f%253fcid%253dcust%26response%3d1&reqid=67f31644-85f2-4cc4-8fb3-b9b5c362069e&client_id=my-xfinity,no,1,0,0,0,0,0,1,1,1,1
578,https,bills.bankofamerica.com,wps8307/wps,no,0,0,0,0,0,0,1,1,0,1
579,http,www.bls.gov,oes/current/oes292056.htm,no,0,0,0,0,0,0,1,1,0,1
580,http,paypal.com.uk.signin.priauth.nav.f9a348bf60bbc6569f2.solutionslaw.com.au,paypalupdate/web/credit%20carde%20information.html,yes,1,0,0,0,1,0,1,1,0,1
581,http,www.experthiring.com,candidateregistration/register.aspx?cndid=eraz5qjoyog=&jobid=khle+4fswb4=&recid=pjd62f4ka5u=&mode=0,no,1,0,0,0,0,0,1,1,0,1
582,http,security-notifications.com,recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0,0,1,1,0,1
583,http,www.pasajedebus.cl,information/step3.php,yes,0,0,0,0,0,0,1,1,0,1
584,https,foursquare.com,settings/notifications,no,0,0,0,0,0,0,1,1,0,1
585,https,cloud.digitalocean.com,droplets/34703674/resize?i=dca632,no,2,0,0,0,0,0,1,1,0,1
586,http,www.katibiadil.com,index.php?topic=10287.0,no,0,0,0,0,0,0,1,1,0,1
587,http,farhatguitar.com,lessons/nothing-else-matters/,no,0,0,0,0,0,0,1,1,0,1
588,http,silverkeyfl.com,fonts/aol.htm,yes,0,0,0,0,0,0,1,1,0,1
589,http,www.bitpipe.com,resource/1460979009_479?asrc=ff-,no,2,0,0,0,0,0,1,1,0,1
590,https,kinja.com,api/profile/getsession?redirect=https%3a%2f%2flifehacker.com%2fsetsession%3fr%3dhttp%253a%252f%252flifehacker.com%252ftop-10-raspberry-pi-projects-for-beginners-1791002723,no,1,0,0,0,0,0,1,1,1,1
591,http,axway.com,,no,0,0,0,0,0,0,1,1,0,1
592,http,info.rightrelevance.com,right-relevance-influencers-topical-scores-rankings/,no,1,0,0,0,0,0,1,1,0,1
593,http,security-notifications.com,inet-update-01.html,yes,0,0,0,1,0,0,1,1,0,1
594,https,info69442fbvc00117e.000webhostapp.com,payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
595,https,analytics.google.com,analytics/web/#embed/report-home/a73353115w111250865p116092590/,no,1,0,0,0,0,0,1,1,0,1
596,http,alert-fanpage98877.fangegee2.cf,others2.html?recovery-udisabled-account,yes,1,0,0,1,0,0,1,1,0,1
597,https,bitbucket.org,richardpenman/pywhois,no,0,0,0,0,0,0,1,1,0,1
598,http,cakedon.com.au,iii/dropboxx/dropbox/dropbox/spacebox/index.html,yes,2,0,0,0,0,0,1,1,0,1
599,https,accounts.google.com,u/4/signin/newfeatures/save,no,2,0,0,0,0,0,1,1,0,1
600,http,saturnolocadora.com.br,boa/boa/home/info.php?cmd=login_submit&id=e4c24ba62dabb0b175c21bdd9119b90de4c24ba62dabb0b175c21bdd9119b90d&session=e4c24ba62dabb0b175c21bdd9119b90de4c24ba62dabb0b175c21bdd9119b90d,yes,1,0,0,0,0,0,1,1,0,1
601,https,www.disandi.com.br,wp-admin/securitycv/dispatch=db1f998ca0a1/online-secure/by/details.html,yes,1,0,0,0,2,0,1,1,0,1
602,http,customerhelpcenter-creditfoncier.000webhostapp.com,,yes,2,0,0,1,0,0,1,1,0,1
603,http,dalystone.ie,documentos.ffile/securedocument.file/image.documentos/imagedrive.file/filewordss,yes,1,0,0,0,0,0,1,1,0,1
604,http,saralaska.org,grafiks/gdoc-secure/9a709f6efd369d0f3cd99bd28c3a4fcb,yes,2,0,0,0,0,0,1,1,0,1
605,http,www.chapaccd.com,filee/a0662301ee4d77cf30882d8927c6bced/,yes,2,0,0,0,0,0,1,1,0,1
606,http,www.rgdhcm.co,aol.com/www.aol.com/,yes,0,0,0,0,0,0,1,1,0,1
607,http,weddestinations.com,templates/protostar/img/chasebank/validation/step1.php?cmd=login_submit&id=992075bac8a2cf041bafa1f52b5542ed992075bac8a2cf041bafa1f52b5542ed&session=992075bac8a2cf041bafa1f52b5542ed992075bac8a2cf041bafa1f52b5542ed,yes,1,0,0,0,0,0,1,1,0,1
608,http,schifrin.com,store/,no,0,0,0,0,0,0,1,1,0,1
609,http,docs.python-requests.org,en/master/user/quickstart/#make-a-request,no,2,0,0,1,0,0,1,1,0,1
610,https,intvrg.gib.gov.tr,index_edevlet.jsp?gn=etblgoruntu,no,2,0,0,0,2,0,1,1,0,1
611,http,israeladvocacycalendar.com,invoicenew/invoice/12830aec1dbd5fa9a7e88467226f4d93/,yes,1,0,0,0,0,0,1,1,0,1
612,http,wix.com,,no,0,0,0,0,0,1,1,1,0,1
613,http,www.discoverylearningalliance.org,,no,0,0,0,0,0,0,1,1,0,1
614,https,accounts.google.com,signin/v2/challenge/ipp?continue=https%3a%2f%2fmail.google.com%2fmail%2f&service=mail&sacu=1&rip=1&flowname=glifwebsignin&flowentry=servicelogin&cid=2&navigationdirection=forward&tl=ahnyqlydj6kbgcliysuqm7kvtwxh-c3pai4hntyh6k0ppxoli48yugtslsp_avr-jzr7jrnujx0csx04edlkq9btap8s40qijicav1ecfkhvjzvn880lpie20_30dnmbbw1xd-h4zbzhvy1suyupg6pbwrwkj1oxmg,no,1,0,0,0,0,0,1,1,1,1
615,http,www.telegraph.co.uk,culture/books/10605407/15-best-north-american-novels-of-all-time.html,no,1,0,0,0,2,0,1,1,0,1
616,https,nadasy005.000webhostapp.com,recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
617,https,login.yahoo.com,account/comm-channel/refresh?cpw=1&context=&scrumb=srcxut0lguu&done=https%3a%2f%2fwww.flickr.com%2faccount%2f%3fdone_yahoo%3d1,no,1,0,0,0,0,0,1,1,1,1
618,http,www.properties108.com,install.php,yes,0,0,0,0,0,0,1,1,0,1
619,https,battlefrontstar.ga,mainw/online/asb.co.nz/fm/auth/asb.co.nz,yes,2,0,0,0,0,0,1,1,0,1
620,http,www.orange-bureau-business.com,modules/mod-orange-web/bab9c8d95df603718a19d0c4e9aa9655/,yes,1,0,0,1,0,0,1,1,0,1
621,http,link.edx.org,manage/595/oc?message_id=10306335.05749409&hash=109e76ee,no,1,0,0,0,0,0,1,1,0,1
622,http,strategicnews.com,js/usa/info.php,yes,0,0,0,0,0,0,1,1,0,1
623,http,itm-med.pl,gdoc/2e309b5be2636bc612854e9e0601cf8f/,yes,2,0,0,1,0,0,1,1,0,1
624,http,d.magazinkolik.com,news/22320.jpg,no,0,0,0,0,0,0,1,1,0,1
625,https,docs.google.com,forms,no,0,0,0,0,0,0,1,1,0,1
626,http,www.sublimelinter.com,en/latest/installation.html#installing-via-pc,no,2,0,0,0,0,0,1,1,0,1
627,http,www.hbo.com,,no,0,0,0,0,0,0,1,1,0,1
628,http,www.rileysbrandhoney.com,asb/nz/asb.co.nz/,yes,0,0,0,0,0,0,1,1,0,1
629,http,nasdaq.com,,no,0,0,0,0,0,0,1,1,0,1
630,http,www.pyladies.com,blog/get-your-mac-ready-for-python-programming/,no,2,0,0,0,0,0,1,1,0,1
631,http,informationaccounts484124.000webhostapp.com,payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0,0,1,1,0,1
632,http,www.enderunix.org,scott/,no,0,0,0,0,0,0,1,1,0,1
633,http,euroby.com,facbook,yes,0,0,0,0,0,0,1,1,0,1
634,https,archive.ics.uci.edu,ml/machine-learning-databases/iris/iris.data,no,2,0,0,0,2,0,1,1,0,1
